county_name|internal_point_lat|internal_point_lon
Marshall County|34.7661897|-89.5042310
Monroe County|33.8900295|-88.4850379
Montgomery County|33.5007144|-89.6396251
Neshoba County|32.7525180|-89.1192743
Newton County|32.4019702|-89.1184115
Noxubee County|33.1065082|-88.5660044
Oktibbeha County|33.4223134|-88.8761514
Panola County|34.3652052|-89.9630654
Pearl River County|30.7747929|-89.5869043
Perry County|31.1693073|-88.9887554
Pike County|31.1775159|-90.3977254
Pontotoc County|34.2270808|-89.0372387
Prentiss County|34.6205664|-88.5221836
Quitman County|34.2528327|-90.2901707
Rankin County|32.2671233|-89.9460630
Scott County|32.4119595|-89.5334861
Sharkey County|32.8923946|-90.8276129
Simpson County|31.9025047|-89.9177086
Smith County|32.0190290|-89.4948763
Stone County|30.7901840|-89.1122970
Sunflower County|33.6055289|-90.5950901
Tallahatchie County|33.9545292|-90.1722434
Tate County|34.6495527|-89.9431054
Tippah County|34.7636183|-88.9188185
Tishomingo County|34.7376972|-88.2360640
Tunica County|34.6522011|-90.3717697
Union County|34.4895325|-89.0023393
Walthall County|31.1644920|-90.1034306
Warren County|32.3560946|-90.8523838
Washington County|33.2731740|-90.9444459
Wayne County|31.6425030|-88.6782140
Webster County|33.6120605|-89.2839612
Wilkinson County|31.1610908|-91.3246169
Winston County|33.0787236|-89.0373913
Yalobusha County|34.0306661|-89.7038072
Yazoo County|32.7656747|-90.3879282
Adair County|40.1906655|-92.6035922
Andrew County|39.9888628|-94.8035511
Atchison County|40.4318460|-95.4375546
Audrain County|39.2144810|-91.8434182
Barry County|36.6993756|-93.8343344
Barton County|37.5007989|-94.3440893
Bates County|38.2572171|-94.3392459
Benton County|38.3010358|-93.2879421
Bollinger County|37.3184272|-90.0246452
Boone County|38.9898614|-92.3102022
Buchanan County|39.6603695|-94.8081728
Butler County|36.7151802|-90.4031300
Caldwell County|39.6589977|-93.9791785
Callaway County|38.8355470|-91.9234458
Camden County|38.0265275|-92.7653271
Cape Girardeau County|37.3841408|-89.6856575
Carroll County|39.4273754|-93.5002266
Carter County|36.9448579|-90.9457051
Cass County|38.6464737|-94.3545467
Cedar County|37.7336549|-93.8500144
Chariton County|39.5179685|-92.9616205
Christian County|36.9697388|-93.1876139
Clark County|40.4072747|-91.7294720
Clay County|39.3155512|-94.4215024
Clinton County|39.6087233|-94.3958028
Cole County|38.5032331|-92.2800271
Cooper County|38.8453861|-92.8123231
Crawford County|37.9665605|-91.3139328
Dade County|37.4323495|-93.8548780
Dallas County|37.6835825|-93.0338146
Daviess County|39.9628387|-93.9700530
DeKalb County|39.8946645|-94.4071901
Dent County|37.6030721|-91.4897172
Douglas County|36.9465168|-92.5158918
Dunklin County|36.3069045|-90.0653940
Franklin County|38.4130031|-91.0728320
Gasconade County|38.4411826|-91.5057795
Gentry County|40.2081271|-94.4053211
Greene County|37.2581957|-93.3406409
Grundy County|40.1125409|-93.5650538
Harrison County|40.3456200|-93.9925818
Henry County|38.3864909|-93.7926278
Hickory County|37.9369099|-93.3229883
Holt County|40.0957240|-95.2190716
Howard County|39.1433650|-92.6959255
Howell County|36.7743685|-91.8873677
Iron County|37.5943638|-90.9846823
Jackson County|39.0053359|-94.3431655
Jasper County|37.2051967|-94.3372594
Jefferson County|38.2576296|-90.5436807
Johnson County|38.7415280|-93.8118634
Knox County|40.1368559|-92.1468345
Laclede County|37.6596977|-92.5948430
Lafayette County|39.0687048|-93.8026388
Lawrence County|37.1065898|-93.8305507
Lewis County|40.0845592|-91.7288031
Lincoln County|39.0622547|-90.9629165
Linn County|39.8644404|-93.1080190
Livingston County|39.7785870|-93.5482013
McDonald County|36.6302180|-94.3439556
Macon County|39.8297950|-92.5643400
Madison County|37.4744807|-90.3434128
Maries County|38.1626154|-91.9236010
Marion County|39.8075383|-91.6353791
Mercer County|40.4214135|-93.5676313
Miller County|38.2166802|-92.4298762
Mississippi County|36.8262640|-89.2959286
Moniteau County|38.6330371|-92.5836417
Monroe County|39.4982695|-92.0064582
Montgomery County|38.9351835|-91.4654270
Morgan County|38.4208062|-92.8748346
New Madrid County|36.5942608|-89.6559485
Newton County|36.9083713|-94.3350340
Nodaway County|40.3611359|-94.8831457
Oregon County|36.6853104|-91.4018272
Osage County|38.4642535|-91.8595036
Ozark County|36.6495904|-92.4585492
Pemiscot County|36.2099162|-89.7859419
Perry County|37.7111296|-89.8021249
Pettis County|38.7273667|-93.2852073
Phelps County|37.8663263|-91.7903492
Pike County|39.3399592|-91.1716071
Platte County|39.3786957|-94.7614717
Polk County|37.6167611|-93.4008166
Pulaski County|37.8248346|-92.2070224
Putnam County|40.4786055|-93.0145314
Ralls County|39.5534554|-91.5247867
Randolph County|39.4392486|-92.4929595
Ray County|39.3084005|-93.9957462
Reynolds County|37.3664637|-90.9722821
Ripley County|36.6501703|-90.8748340
St. Charles County|38.7811023|-90.6749153
St. Clair County|38.0422304|-93.7765602
Ste. Genevieve County|37.8858449|-90.1615306
St. Francois County|37.8107068|-90.4738684
St. Louis County|38.6406881|-90.4460731
Saline County|39.1358403|-93.2041639
Schuyler County|40.4693611|-92.5190156
Scotland County|40.4476855|-92.1428235
Scott County|37.0477927|-89.5680975
Shannon County|37.1524984|-91.3913284
Shelby County|39.7975309|-92.0887194
Stoddard County|36.8515565|-89.9474812
Stone County|36.7510040|-93.4737009
Sullivan County|40.2095870|-93.1097826
Taney County|36.6498267|-93.0428188
Texas County|37.3142565|-91.9644783
Vernon County|37.8501957|-94.3415972
Warren County|38.7619020|-91.1593065
Washington County|37.9426107|-90.8970179
Wayne County|37.1110737|-90.4539307
Webster County|37.2808043|-92.8760795
Worth County|40.4804994|-94.4191982
Wright County|37.2676331|-92.4799890
St. Louis city|38.6356988|-90.2445816
Beaverhead County|45.1338633|-112.8928694
Big Horn County|45.4078690|-107.5181625
Blaine County|48.4282823|-108.9676475
Broadwater County|46.3298486|-111.4978728
Carbon County|45.2244683|-109.0285543
Carter County|45.5168247|-104.5153243
Cascade County|47.3165751|-111.3502622
Chouteau County|47.8868343|-110.4362004
Custer County|46.2614136|-105.5503521
Daniels County|48.7944290|-105.5417385
Dawson County|47.2661301|-104.8982713
Deer Lodge County|46.0946716|-113.1416236
Fallon County|46.3181841|-104.4057182
Fergus County|47.2252211|-109.2321376
Flathead County|48.3146779|-114.0542951
Gallatin County|45.5180536|-111.1639214
Garfield County|47.2671843|-106.9959912
Glacier County|48.7056706|-112.9905023
Golden Valley County|46.3806243|-109.1745855
Granite County|46.3959554|-113.4273564
Hill County|48.6319595|-110.1063210
Jefferson County|46.1242317|-112.0594284
Judith Basin County|47.0325580|-110.3053200
Lake County|47.6429007|-114.0836866
Lewis and Clark County|47.1320133|-112.3733673
Liberty County|48.5596541|-111.0369242
Lincoln County|48.5523847|-115.4631849
McCone County|47.6296277|-105.7572220
Madison County|45.3252895|-111.9137914
Meagher County|46.5856996|-110.9217396
Mineral County|47.1519417|-115.0656272
Missoula County|47.0272632|-113.8926911
Musselshell County|46.5052807|-108.4397631
Park County|45.4214291|-110.5327601
Petroleum County|47.1419168|-108.2265753
Phillips County|48.2501432|-107.9288973
Pondera County|48.2286037|-112.2207612
Powder River County|45.4089262|-105.5553440
Powell County|46.8442254|-112.9310998
Prairie County|46.8123837|-105.5039937
Ravalli County|46.0777441|-114.1057950
Richland County|47.7856330|-104.5634082
Roosevelt County|48.2827471|-104.9951698
Rosebud County|46.1732331|-106.6667462
Sanders County|47.7564968|-115.1803062
Sheridan County|48.7055228|-104.5339129
Silver Bow County|45.8962319|-112.6600714
Stillwater County|45.6585447|-109.3815759
Sweet Grass County|45.8112917|-109.9447960
Teton County|47.8190352|-112.2817249
Toole County|48.6451246|-111.7334723
Treasure County|46.2294408|-107.2857723
Valley County|48.3498496|-106.6704238
Wheatland County|46.4970466|-109.8571467
Wibaux County|46.9629657|-104.2745184
Yellowstone County|45.9369867|-108.2766564
Adams County|40.5206322|-98.5000441
Antelope County|42.1832253|-98.0580367
Arthur County|41.5719297|-101.6959166
Banner County|41.5397495|-103.7262626
Blaine County|41.9319450|-99.9964074
Boone County|41.7039345|-98.0704764
Box Butte County|42.2103804|-103.0817795
Boyd County|42.8944477|-98.7730221
Brown County|42.3595618|-99.9239198
Buffalo County|40.8552260|-99.0749833
Burt County|41.8541794|-96.3377462
Butler County|41.2260724|-97.1320395
Cass County|40.9098778|-96.1406086
Cedar County|42.6045604|-97.2568696
Chase County|40.5303903|-101.6941918
Cherry County|42.5713230|-101.0476532
Cheyenne County|41.2142358|-103.0119289
Clay County|40.5236693|-98.0508585
Colfax County|41.5749600|-97.0889449
Cuming County|41.9158651|-96.7885168
Custer County|41.3938927|-99.7268662
Dakota County|42.3916449|-96.5613555
Dawes County|42.7112144|-103.1348721
Dawson County|40.8673784|-99.8151537
Deuel County|41.1119026|-102.3326090
Dixon County|42.4852801|-96.8558616
Dodge County|41.5770082|-96.6458526
Douglas County|41.2970908|-96.1540664
Dundy County|40.1801650|-101.6811327
Fillmore County|40.5250399|-97.5967053
Franklin County|40.1832031|-98.9620800
Frontier County|40.5309469|-100.4066834
Furnas County|40.1918650|-99.9096631
Gage County|40.2552337|-96.6834528
Garden County|41.6333638|-102.3029845
Garfield County|41.9068675|-98.9512310
Gosper County|40.5090947|-99.8232058
Grant County|41.9139574|-101.7559645
Greeley County|41.5675715|-98.5305655
Hall County|40.8660265|-98.5026645
Hamilton County|40.8728173|-98.0223294
Harlan County|40.1787663|-99.4034177
Hayes County|40.5372337|-101.0479627
Hitchcock County|40.1768964|-101.0442170
Holt County|42.4592867|-98.7847662
Hooker County|41.9203170|-101.1173240
Howard County|41.2168513|-98.5133417
Jefferson County|40.1757356|-97.1431027
Johnson County|40.3950099|-96.2653668
Kearney County|40.5091198|-98.9476019
Keith County|41.1942448|-101.6444493
Keya Paha County|42.8754803|-99.7183514
Kimball County|41.1992736|-103.7031528
Knox County|42.6344045|-97.8913492
Lancaster County|40.7835474|-96.6886584
Lincoln County|41.0503221|-100.7444808
Logan County|41.5421555|-100.4436647
Loup County|41.9031834|-99.5098521
McPherson County|41.6484137|-101.1208507
Madison County|41.9099293|-97.6068564
Merrick County|41.1697896|-98.0310573
Morrill County|41.7322039|-102.9905936
Nance County|41.4023855|-97.9914083
Nemaha County|40.3873891|-95.8527214
Nuckolls County|40.1764918|-98.0468422
Otoe County|40.6379916|-96.1310274
Pawnee County|40.1378496|-96.2452254
Perkins County|40.8576462|-101.6274676
Phelps County|40.5163647|-99.4065568
Pierce County|42.2714129|-97.6109917
Platte County|41.5768655|-97.5134673
Polk County|41.1879253|-97.5706627
Red Willow County|40.1694196|-100.4685764
Richardson County|40.1237427|-95.7186026
Rock County|42.3947490|-99.4208512
Saline County|40.5168024|-97.1317550
Sarpy County|41.1150635|-96.1091254
Saunders County|41.2233882|-96.6420968
Scotts Bluff County|41.8503306|-103.7015494
Seward County|40.8719439|-97.1403830
Sheridan County|42.5122888|-102.3682795
Sherman County|41.2187425|-98.9728492
Sioux County|42.4706681|-103.7321705
Stanton County|41.9050454|-97.1771094
Thayer County|40.1738446|-97.5962626
Thomas County|41.8557296|-100.5247028
Thurston County|42.1540613|-96.5339428
Valley County|41.5640938|-98.9834841
Washington County|41.5339726|-96.2245771
Wayne County|42.2107460|-97.1262433
Webster County|40.1806461|-98.4985897
Wheeler County|41.9225747|-98.5208533
York County|40.8730557|-97.5967418
Churchill County|39.5377097|-118.2641661
Clark County|36.2142575|-115.0138120
Douglas County|38.9051292|-119.6090191
Elko County|41.1411327|-115.3514239
Esmeralda County|37.7789658|-117.6323824
Eureka County|39.9777878|-116.2722082
Humboldt County|41.4079136|-118.1275915
Lander County|39.9002105|-117.0472398
Lincoln County|37.6346050|-114.8630367
Lyon County|39.0222125|-119.1974246
Mineral County|38.5166470|-118.4162794
Nye County|37.9658636|-116.4590107
Pershing County|40.4396390|-118.4094765
Storey County|39.4383853|-119.5246462
Washoe County|40.7313196|-119.6632695
White Pine County|39.4182344|-114.9006050
Carson City|39.1530598|-119.7473681
Belknap County|43.5191091|-71.4253661
Carroll County|43.8677742|-71.2015596
Cheshire County|42.9254596|-72.2481828
Coos County|44.6525477|-71.2894309
Grafton County|43.9264391|-71.8424242
Hillsborough County|42.9115317|-71.7230554
Merrimack County|43.2995786|-71.6800412
Rockingham County|42.9886636|-71.0990801
Strafford County|43.2932725|-71.0355891
Sullivan County|43.3611883|-72.2220839
Atlantic County|39.4693555|-74.6337591
Bergen County|40.9596985|-74.0747272
Burlington County|39.8757858|-74.6630063
Camden County|39.8024071|-74.9612493
Cape May County|39.0858411|-74.8463541
Cumberland County|39.3284336|-75.1216277
Essex County|40.7874003|-74.2462919
Gloucester County|39.7228745|-75.1456793
Hudson County|40.7313751|-74.0786014
Hunterdon County|40.5652832|-74.9119695
Mercer County|40.2825026|-74.7037240
Middlesex County|40.4396214|-74.4074303
Monmouth County|40.2870481|-74.1524456
Morris County|40.8588961|-74.5472917
Ocean County|39.8656690|-74.2588636
Passaic County|41.0378896|-74.2982800
Salem County|39.5738282|-75.3573559
Somerset County|40.5655273|-74.6199378
Sussex County|41.1374609|-74.6919141
Union County|40.6598707|-74.3086957
Warren County|40.8534914|-75.0094978
Bernalillo County|35.0536280|-106.6690805
Catron County|33.9016208|-108.3919284
Chaves County|33.3616045|-104.4698374
Cibola County|34.9282721|-107.9926805
Colfax County|36.6129638|-104.6401105
Curry County|34.5729841|-103.3460546
De Baca County|34.3592729|-104.3686961
Dona Ana County|32.3499190|-106.8349684
Eddy County|32.4578347|-104.3064338
Grant County|32.7320870|-108.3815043
Guadalupe County|34.8697822|-104.7849677
Harding County|35.8585157|-103.8479245
Hidalgo County|31.8980519|-108.7519293
Lea County|32.7956865|-103.4132707
Lincoln County|33.7408411|-105.4498055
Los Alamos County|35.8700469|-106.3079679
Luna County|32.1845231|-107.7471911
McKinley County|35.5838784|-108.2532659
Mora County|35.9828413|-104.9218975
Otero County|32.6155988|-105.7513079
Quay County|35.1070184|-103.5480713
Rio Arriba County|36.5096687|-106.6939829
Roosevelt County|34.0212068|-103.4830039
Sandoval County|35.6850913|-106.8831191
San Juan County|36.5116245|-108.3245778
San Miguel County|35.4768585|-104.8035189
Santa Fe County|35.5145305|-105.9639718
Sierra County|33.1194684|-107.1881612
Socorro County|33.9916579|-106.9391362
Taos County|36.5765287|-105.6379865
Torrance County|34.5549784|-105.8905574
Union County|36.4880853|-103.4757229
Valencia County|34.7168404|-106.8065821
Albany County|42.5882401|-73.9740095
Allegany County|42.2478532|-78.0261531
Bronx County|40.8487111|-73.8529390
Broome County|42.1619773|-75.8302833
Cattaraugus County|42.2390986|-78.6623320
Cayuga County|43.0085456|-76.5745866
Chautauqua County|42.3042159|-79.4075949
Chemung County|42.1552804|-76.7471791
Chenango County|42.4780238|-75.6022407
Clinton County|44.7527120|-73.7056429
Columbia County|42.2477288|-73.6268057
Cortland County|42.5940390|-76.0762398
Delaware County|42.1939865|-74.9667281
Dutchess County|41.7547699|-73.7400411
Erie County|42.7527590|-78.7781922
Essex County|44.1096005|-73.7784307
Franklin County|44.5943758|-74.3106700
Fulton County|43.1156093|-74.4236782
Genesee County|43.0009096|-78.1927784
Greene County|42.2798211|-74.1420253
Hamilton County|43.6578786|-74.5024556
Herkimer County|43.4074890|-75.0116830
Jefferson County|43.9963890|-76.0529678
Kings County|40.6350451|-73.9506398
Lewis County|43.7826811|-75.4441402
Livingston County|42.7274845|-77.7697795
Madison County|42.9100255|-75.6635749
Monroe County|43.4644839|-77.6646584
Montgomery County|42.9008912|-74.4353575
Nassau County|40.7296118|-73.5894144
New York County|40.7766419|-73.9701871
Niagara County|43.4567309|-78.7921425
Oneida County|43.2427273|-75.4342824
Onondaga County|43.0065163|-76.1961336
Ontario County|42.8563575|-77.3034967
Orange County|41.4024096|-74.3062522
Orleans County|43.5022867|-78.2297258
Oswego County|43.4614431|-76.2092618
Otsego County|42.6297762|-75.0288410
Putnam County|41.4279067|-73.7438608
Queens County|40.6585662|-73.8380168
Rensselaer County|42.7104206|-73.5138454
Richmond County|40.5612628|-74.1398995
Rockland County|41.1546276|-74.0246616
St. Lawrence County|44.4881125|-75.0743110
Saratoga County|43.1061353|-73.8553872
Schenectady County|42.8175516|-74.0435592
Schoharie County|42.5912940|-74.4381718
Schuyler County|42.4197755|-76.9386030
Seneca County|42.7822943|-76.8270880
Steuben County|42.2667252|-77.3855253
Suffolk County|40.9435540|-72.6922183
Sullivan County|41.7199928|-74.7715769
Tioga County|42.1780565|-76.2974556
Tompkins County|42.4530063|-76.4734835
Ulster County|41.9472124|-74.2654582
Warren County|43.5551053|-73.8381388
Washington County|43.3123766|-73.4394282
Wayne County|43.4587577|-77.0631637
Westchester County|41.1526862|-73.7457526
Wyoming County|42.7013627|-78.2285667
Yates County|42.6382370|-77.1043238
Alamance County|36.0439535|-79.4005733
Alexander County|35.9209506|-81.1774668
Alleghany County|36.4893563|-81.1322987
Anson County|34.9749722|-80.1097633
Ashe County|36.4434687|-81.4993343
Avery County|36.0720900|-81.9202847
Beaufort County|35.4823128|-76.8420144
Bertie County|36.0590432|-76.9623641
Bladen County|34.5919375|-78.5394885
Brunswick County|34.0387542|-78.2277653
Buncombe County|35.6093706|-82.5304234
Burke County|35.7461820|-81.7061795
Cabarrus County|35.3883455|-80.5527284
Caldwell County|35.9663950|-81.5125411
Camden County|36.3423438|-76.1624876
Carteret County|34.8583428|-76.5358602
Caswell County|36.3942984|-79.3396090
Catawba County|35.6618826|-81.2149057
Chatham County|35.7049939|-79.2514542
Cherokee County|35.1371499|-84.0614491
Chowan County|36.1289790|-76.6027521
Clay County|35.0529971|-83.7522638
Cleveland County|35.3346302|-81.5571145
Columbus County|34.2616017|-78.6393077
Craven County|35.1168292|-77.0813197
Cumberland County|35.0501921|-78.8287187
Currituck County|36.3721739|-75.9412242
Dare County|35.6062688|-75.7675364
Davidson County|35.7951312|-80.2071070
Davie County|35.9293554|-80.5425524
Duplin County|34.9344033|-77.9335434
Durham County|36.0338282|-78.8781246
Edgecombe County|35.9170773|-77.6027422
Forsyth County|36.1324661|-80.2569608
Franklin County|36.0882406|-78.2830903
Gaston County|35.2933443|-81.1772556
Gates County|36.4421353|-76.7023552
Graham County|35.3483644|-83.8309147
Granville County|36.2998840|-78.6576338
Greene County|35.4819590|-77.6816876
Guilford County|36.0790650|-79.7886652
Halifax County|36.2514375|-77.6448423
Harnett County|35.3686348|-78.8716104
Haywood County|35.5588823|-82.9813074
Henderson County|35.3364146|-82.4797406
Hertford County|36.3635174|-76.9816160
Hoke County|35.0172328|-79.2419635
Hyde County|35.4081567|-76.1536867
Iredell County|35.8062493|-80.8745203
Jackson County|35.2810521|-83.1199622
Johnston County|35.5134188|-78.3673482
Jones County|35.0322677|-77.3561946
Lee County|35.4763365|-79.1721174
Lenoir County|35.2400677|-77.6355095
Lincoln County|35.4884913|-81.2268916
McDowell County|35.6822711|-82.0480438
Macon County|35.1529593|-83.4219010
Madison County|35.8642073|-82.7126299
Martin County|35.8473006|-77.1196022
Mecklenburg County|35.2468623|-80.8338317
Mitchell County|36.0131020|-82.1635541
Montgomery County|35.3344151|-79.9066023
Moore County|35.3082717|-79.4927248
Nash County|35.9659447|-77.9875546
New Hanover County|34.1834420|-77.8642088
Northampton County|36.4217739|-77.3983518
Onslow County|34.7631087|-77.4994691
Orange County|36.0625255|-79.1200340
Pamlico County|35.1475747|-76.6652684
Pasquotank County|36.2651990|-76.2606906
Pender County|34.5125561|-77.8881063
Perquimans County|36.1808969|-76.4032445
Person County|36.3863503|-78.9656233
Pitt County|35.5924897|-77.3727387
Polk County|35.2779011|-82.1676211
Randolph County|35.7099148|-79.8062153
Richmond County|35.0046360|-79.7556946
Robeson County|34.6392096|-79.1008811
Rockingham County|36.3818062|-79.7827539
Rowan County|35.6413551|-80.5217214
Rutherford County|35.4027469|-81.9195825
Sampson County|34.9892978|-78.3711743
Scotland County|34.8400226|-79.4773366
Stanly County|35.3104492|-80.2543742
Stokes County|36.3935052|-80.2662145
Surry County|36.4154160|-80.6864631
Swain County|35.5688491|-83.4656136
Transylvania County|35.2101025|-82.8166660
Tyrrell County|35.8704196|-76.1653454
Union County|34.9918204|-80.5304264
Vance County|36.3654806|-78.4054343
Wake County|35.7898464|-78.6506240
Warren County|36.3981051|-78.0998993
Washington County|35.8447130|-76.5722906
Watauga County|36.2353679|-81.7098875
Wayne County|35.3541896|-78.0086695
Wilkes County|36.2088833|-81.1660949
Wilson County|35.7003569|-77.9215978
Yadkin County|36.1587653|-80.6651641
Yancey County|35.8893259|-82.3039535
Adams County|46.0968146|-102.5331983
Barnes County|46.9425500|-98.0701946
Benson County|48.0717430|-99.3511517
Billings County|47.0070440|-103.3640163
Bottineau County|48.7944116|-100.8312572
Bowman County|46.1101438|-103.5059433
Burke County|48.7864534|-102.5200874
Burleigh County|46.9788291|-100.4695326
Cass County|46.9270033|-97.2523747
Cavalier County|48.7684388|-98.4637903
Dickey County|46.1077559|-98.4965182
Divide County|48.8147537|-103.5093256
Dunn County|47.3545572|-102.6123216
Eddy County|47.7234355|-98.9004745
Emmons County|46.2842552|-100.2378424
Foster County|47.4714315|-98.8728755
Golden Valley County|46.9389237|-103.8446117
Grand Forks County|47.9260026|-97.4508510
Grant County|46.3578269|-101.6390494
Griggs County|47.4563342|-98.2322863
Hettinger County|46.4357038|-102.4542380
Kidder County|46.9382725|-99.7311980
LaMoure County|46.4641952|-98.5260571
Logan County|46.4692780|-99.5045846
McHenry County|48.2338417|-100.6332668
McIntosh County|46.1086815|-99.4164868
McKenzie County|47.7424751|-103.4032148
McLean County|47.5304586|-101.3530871
Mercer County|47.3071473|-101.8333279
Morton County|46.7108188|-101.2982647
Mountrail County|48.2100726|-102.3648952
Nelson County|47.9186666|-98.2044278
Oliver County|47.1180789|-101.3314198
Pembina County|48.7668959|-97.5454045
Pierce County|48.2388827|-99.9664970
Ramsey County|48.2661631|-98.7390310
Ransom County|46.4492764|-97.6475541
Renville County|48.7127815|-101.6581522
Richland County|46.2652192|-96.9379599
Rolette County|48.7682715|-99.8404634
Sargent County|46.1082035|-97.6300507
Sheridan County|47.5813594|-100.3309858
Sioux County|46.1106181|-101.0612840
Slope County|46.4458338|-103.4624620
Stark County|46.8170312|-102.6620262
Steele County|47.4510624|-97.7189200
Stutsman County|46.9722235|-98.9561228
Towner County|48.6821831|-99.2481583
Traill County|47.4462146|-97.1647538
Walsh County|48.3769789|-97.7222304
Ward County|48.2166858|-101.5405369
Wells County|47.5808513|-99.6822135
Williams County|48.3557649|-103.5013332
Adams County|38.8344683|-83.4780816
Allen County|40.7716274|-84.1061032
Ashland County|40.8432730|-82.2701271
Ashtabula County|41.9066369|-80.7455916
Athens County|39.3326037|-82.0458439
Auglaize County|40.5613090|-84.2240177
Belmont County|40.0176819|-80.9677268
Brown County|38.9313769|-83.8667723
Butler County|39.4397469|-84.5657341
Carroll County|40.5798841|-81.0907870
Champaign County|40.1327753|-83.7676037
Clark County|39.9170315|-83.7836760
Clermont County|39.0520537|-84.1494847
Clinton County|39.4302248|-83.7956823
Columbiana County|40.7700730|-80.7784550
Coshocton County|40.2967096|-81.9301092
Crawford County|40.8485244|-82.9247827
Cuyahoga County|41.7603919|-81.7242168
Darke County|40.1315415|-84.6212484
Defiance County|41.3216789|-84.4864334
Delaware County|40.2789411|-83.0074622
Erie County|41.5540061|-82.5258973
Fairfield County|39.7476940|-82.6266850
Fayette County|39.5552462|-83.4618927
Franklin County|39.9698749|-83.0090858
Fulton County|41.5972639|-84.1242667
Gallia County|38.8170456|-82.3017463
Geauga County|41.4993217|-81.1735054
Greene County|39.6874785|-83.8948943
Guernsey County|40.0566648|-81.4978750
Hamilton County|39.1969272|-84.5441868
Hancock County|41.0004711|-83.6660335
Hardin County|40.6604152|-83.6640773
Harrison County|40.2923175|-81.0915651
Henry County|41.3315843|-84.0688996
Highland County|39.1844221|-83.6013590
Hocking County|39.4903424|-82.4834473
Holmes County|40.5655971|-81.9300012
Huron County|41.1450798|-82.5946410
Jackson County|39.0134773|-82.6141420
Jefferson County|40.3993836|-80.7635272
Knox County|40.4036198|-82.4223929
Lake County|41.9241163|-81.3926429
Lawrence County|38.6038659|-82.5171856
Licking County|40.0915047|-82.4834352
Logan County|40.3875532|-83.7663430
Lorain County|41.4388045|-82.1797220
Lucas County|41.6823213|-83.4689033
Madison County|39.8966074|-83.4008847
Mahoning County|41.0108798|-80.7703956
Marion County|40.5880337|-83.1688034
Medina County|41.1161743|-81.8997641
Meigs County|39.0898068|-82.0283968
Mercer County|40.5353325|-84.6320588
Miami County|40.0533257|-84.2284135
Monroe County|39.7262526|-81.0909834
Montgomery County|39.7537357|-84.2905915
Morgan County|39.6249458|-81.8616967
Morrow County|40.5252659|-82.7977288
Muskingum County|39.9660457|-81.9435064
Noble County|39.7672317|-81.4524930
Ottawa County|41.5454953|-83.0126127
Paulding County|41.1189483|-84.5821249
Perry County|39.7431874|-82.2379525
Pickaway County|39.6489470|-83.0528267
Pike County|39.0713413|-83.0529107
Portage County|41.1689703|-81.1969618
Preble County|39.7388104|-84.6447584
Putnam County|41.0245334|-84.1298791
Richland County|40.7741590|-82.5427812
Ross County|39.3238969|-83.0595362
Sandusky County|41.3553193|-83.1427763
Scioto County|38.8148886|-82.9986750
Seneca County|41.1199923|-83.1275469
Shelby County|40.3366802|-84.2041425
Stark County|40.8141314|-81.3656673
Summit County|41.1218471|-81.5349279
Trumbull County|41.3063744|-80.7703998
Tuscarawas County|40.4474903|-81.4711052
Union County|40.2959008|-83.3670416
Van Wert County|40.8555203|-84.5857751
Vinton County|39.2520418|-82.4859614
Warren County|39.4256516|-84.1699063
Washington County|39.4506764|-81.4906359
Wayne County|40.8296612|-81.8871942
Williams County|41.5649587|-84.5843235
Wood County|41.3601834|-83.6226821
Wyandot County|40.8397816|-83.3136810
Adair County|35.8980428|-94.6510258
Alfalfa County|36.7297032|-98.3234449
Atoka County|34.3924691|-96.0365577
Beaver County|36.7483343|-100.4830555
Beckham County|35.2706008|-99.6900574
Blaine County|35.8777820|-98.4289343
Bryan County|33.9640035|-96.2641365
Caddo County|35.1679202|-98.3810447
Canadian County|35.5433544|-97.9798891
Carter County|34.2518484|-97.2879273
Cherokee County|35.9043668|-94.9967964
Choctaw County|34.0276453|-95.5542077
Cimarron County|36.7483904|-102.5176984
Cleveland County|35.2063756|-97.3230884
Coal County|34.5828612|-96.2880390
Comanche County|34.6626300|-98.4766117
Cotton County|34.2906760|-98.3734379
Craig County|36.7638896|-95.2015531
Creek County|35.9077324|-96.3797931
Custer County|35.6456012|-98.9973857
Delaware County|36.3933755|-94.8082170
Dewey County|35.9779598|-99.0143850
Ellis County|36.2242576|-99.7501388
Garfield County|36.3780539|-97.7884503
Garvin County|34.7093497|-97.3127230
Grady County|35.0210581|-97.8868902
Grant County|36.7882544|-97.7881508
Greer County|34.9338533|-99.5529675
Harmon County|34.7459710|-99.8441936
Harper County|36.8003504|-99.6628052
Haskell County|35.2322953|-95.1095765
Hughes County|35.0529339|-96.2511829
Jackson County|34.5940059|-99.4122347
Jefferson County|34.1050824|-97.8388896
Johnston County|34.3134553|-96.6542545
Kay County|36.8148851|-97.1438616
Kingfisher County|35.9494357|-97.9345565
Kiowa County|34.9214893|-98.9816168
Latimer County|34.8751365|-95.2722625
Le Flore County|34.8973562|-94.6950743
Lincoln County|35.7031175|-96.8813917
Logan County|35.9141514|-97.4507644
Love County|33.9578039|-97.2450928
McClain County|35.0164359|-97.4498032
McCurtain County|34.1170728|-94.7660863
McIntosh County|35.3691078|-95.6717865
Major County|36.3131189|-98.5420147
Marshall County|34.0270068|-96.7705330
Mayes County|36.3038040|-95.2356382
Murray County|34.4857664|-97.0715567
Muskogee County|35.6175506|-95.3839106
